red,green,blue,redPrime,greenPrime,bluePrime
0.12121212121212122,0.696969696969697,0.36363636363636365,0.0,0.556277,0.391003
0.36363636363636365,0.8181818181818182,0.3333333333333333,0.0,0.733188,0.368162
0.9393939393939394,0.5151515151515151,0.3333333333333333,0.973841,0.637161,0.252113
0.8787878787878788,0.6666666666666666,0.24242424242424243,1.0,0.836711,0.0
0.3333333333333333,0.6060606060606061,0.6666666666666666,0.0,0.686749,0.827551
0.48484848484848486,0.3939393939393939,0.6060606060606061,0.535138,0.389915,0.691859
0.21212121212121213,0.5757575757575758,0.7575757575757576,0.0,0.572224,0.840976
0.18181818181818182,0.3939393939393939,0.5454545454545454,0.0,0.27462,0.564753
0.6060606060606061,0.30303030303030304,0.48484848484848486,0.695702,0.200704,0.486811
0.09090909090909091,0.9090909090909091,0.3333333333333333,0.0,0.606403,0.440792
0.6363636363636364,0.9090909090909091,0.6666666666666666,0.853674,0.967719,0.914725
0.30303030303030304,0.7272727272727273,0.5454545454545454,0.0,0.724397,0.716465
0.5151515151515151,0.15151515151515152,0.06060606060606061,0.461593,0.07029,0.0
0.8787878787878788,0.06060606060606061,0.6666666666666666,0.7777,0.0,0.624909
0.09090909090909091,0.8787878787878788,0.30303030303030304,0.0,0.583341,0.369152
0.5454545454545454,0.9090909090909091,0.7878787878787878,0.667957,0.943046,0.958945
0.8181818181818182,0.8484848484848485,0.6060606060606061,0.989033,0.975806,0.849338
0.18181818181818182,0.15151515151515152,0.36363636363636365,0.008742,0.050941,0.214226
0.18181818181818182,0.3333333333333333,0.0,0.0,0.145955,0.063325
0.6666666666666666,0.7878787878787878,0.21212121212121213,0.984719,0.900489,0.0
0.45454545454545453,0.696969696969697,0.8484848484848485,0.308576,0.846621,0.932673
0.6363636363636364,0.09090909090909091,0.6666666666666666,0.669908,0.0,0.612653
0.12121212121212122,0.5757575757575758,0.7575757575757576,0.0,0.534053,0.822471
0.0,0.06060606060606061,0.6363636363636364,0.0,0.0,0.460719
0.8484848484848485,0.06060606060606061,0.21212121212121213,0.711381,0.0,0.034041
0.8787878787878788,0.15151515151515152,0.45454545454545453,0.774253,0.0,0.40742
0.7878787878787878,0.696969696969697,0.09090909090909091,1.0,0.858573,0.0
0.8787878787878788,0.09090909090909091,0.36363636363636365,0.744181,0.0,0.266121
0.45454545454545453,0.6666666666666666,0.06060606060606061,0.562509,0.734431,0.0
0.30303030303030304,0.5757575757575758,0.15151515151515152,0.0,0.516689,2.7e-05
0.45454545454545453,0.7575757575757576,0.8484848484848485,0.286662,0.868271,0.937047
0.3333333333333333,0.3939393939393939,0.8484848484848485,0.0,0.362939,0.784968
0.06060606060606061,0.9090909090909091,0.030303030303030304,0.0,0.520183,0.003697
0.6060606060606061,0.6666666666666666,0.30303030303030304,0.866512,0.811448,0.020175
0.8484848484848485,0.3939393939393939,0.36363636363636365,0.881586,0.369332,0.315742
0.7878787878787878,0.6060606060606061,0.3939393939393939,0.98453,0.789222,0.40122
0.5151515151515151,0.6060606060606061,0.36363636363636365,0.676933,0.740978,0.347668
0.6666666666666666,0.5454545454545454,0.7878787878787878,0.874146,0.734437,0.922445
0.42424242424242425,0.9393939393939394,0.0,0.514461,0.782893,0.0
0.2727272727272727,0.2727272727272727,0.3333333333333333,0.091906,0.139168,0.223196
0.5151515151515151,0.5757575757575758,0.21212121212121213,0.708314,0.682842,0.0
0.030303030303030304,0.7878787878787878,0.5757575757575758,0.0,0.607426,0.719931
0.24242424242424243,0.36363636363636365,0.7272727272727273,0.0,0.231862,0.697142
0.09090909090909091,0.3939393939393939,0.030303030303030304,0.0,0.193829,0.074609
0.7575757575757576,0.8181818181818182,0.5151515151515151,0.976592,0.952925,0.708497
0.5454545454545454,0.36363636363636365,0.6060606060606061,0.645977,0.336007,0.681396
0.45454545454545453,0.8484848484848485,0.6363636363636364,0.357942,0.876337,0.855414
0.18181818181818182,0.696969696969697,0.6363636363636364,0.0,0.644673,0.793902
0.3939393939393939,0.7272727272727273,0.09090909090909091,0.372432,0.712257,0.0
0.2727272727272727,0.21212121212121213,0.5151515151515151,0.08054,0.079034,0.42599
0.24242424242424243,0.06060606060606061,0.36363636363636365,0.080811,0.020863,0.20431
0.45454545454545453,0.0,0.7575757575757576,0.367242,0.0,0.593377
0.6060606060606061,0.48484848484848486,0.7575757575757576,0.786011,0.60912,0.878607
0.24242424242424243,0.0,0.7272727272727273,0.0,0.0,0.518955
0.24242424242424243,0.45454545454545453,0.8484848484848485,0.0,0.410224,0.807897
0.9090909090909091,0.696969696969697,0.6060606060606061,1.0,0.930685,0.819406
0.30303030303030304,0.06060606060606061,0.15151515151515152,0.122838,0.055142,0.055792
0.24242424242424243,0.06060606060606061,0.8484848484848485,0.0,0.0,0.586668
0.18181818181818182,0.030303030303030304,0.21212121212121213,0.046563,0.038561,0.07703
0.3939393939393939,0.18181818181818182,0.0,0.253741,0.086625,0.002842
0.15151515151515152,0.8787878787878788,0.7878787878787878,0.0,0.684649,0.887892
0.18181818181818182,0.42424242424242425,0.12121212121212122,0.0,0.252719,0.089376
0.09090909090909091,0.030303030303030304,0.30303030303030304,0.016156,0.031099,0.128552
0.0,0.5454545454545454,0.8181818181818182,0.0,0.476736,0.80648
0.5151515151515151,0.7575757575757576,0.06060606060606061,0.743178,0.828419,0.0
0.15151515151515152,0.24242424242424243,0.45454545454545453,0.0,0.071942,0.348728
0.2727272727272727,0.18181818181818182,0.06060606060606061,0.106809,0.072587,0.051163
0.6060606060606061,0.18181818181818182,0.24242424242424243,0.611283,0.0,0.09464
0.09090909090909091,0.7878787878787878,0.3939393939393939,0.0,0.584253,0.471265
0.09090909090909091,0.21212121212121213,0.48484848484848486,0.0,0.0,0.362753
0.48484848484848486,0.2727272727272727,0.7878787878787878,0.49623,0.166066,0.734622
0.24242424242424243,0.6060606060606061,0.0,0.0,0.483232,0.0
0.6060606060606061,0.7878787878787878,0.5757575757575758,0.822602,0.936114,0.791411
0.3333333333333333,0.5454545454545454,0.3333333333333333,0.0,0.539042,0.301636
0.06060606060606061,0.8484848484848485,0.696969696969697,0.0,0.637755,0.834429
0.7878787878787878,0.030303030303030304,0.7575757575757576,0.755594,0.0,0.664672
0.30303030303030304,0.9090909090909091,0.30303030303030304,0.0,0.707294,0.390972
0.3333333333333333,0.9090909090909091,0.3939393939393939,0.0,0.754663,0.546348
0.7272727272727273,0.7272727272727273,0.15151515151515152,1.0,0.882818,0.0
0.3333333333333333,0.7878787878787878,0.696969696969697,0.0,0.780802,0.881038
0.7878787878787878,0.30303030303030304,0.6666666666666666,0.821417,0.174339,0.711164
0.696969696969697,0.5151515151515151,0.30303030303030304,0.908944,0.603001,0.144108
0.48484848484848486,0.9393939393939394,0.15151515151515152,0.650173,0.821256,0.0
0.45454545454545453,0.7575757575757576,0.12121212121212122,0.566388,0.782179,0.0
0.7575757575757576,0.5454545454545454,0.48484848484848486,0.946495,0.708536,0.588871
0.09090909090909091,0.8181818181818182,0.15151515151515152,0.0,0.517644,0.102545
0.45454545454545453,0.12121212121212122,0.0,0.336574,0.073835,0.0
0.5151515151515151,0.12121212121212122,0.45454545454545453,0.483803,0.0,0.367907
0.8787878787878788,0.42424242424242425,0.5454545454545454,0.911494,0.469609,0.649015
0.9090909090909091,0.7878787878787878,0.24242424242424243,1.0,0.890543,0.0
0.48484848484848486,0.5757575757575758,0.696969696969697,0.521399,0.7448,0.862302
0.7878787878787878,0.5151515151515151,0.8484848484848485,0.935506,0.681778,0.92852
0.3939393939393939,0.09090909090909091,0.7272727272727273,0.274367,0.0,0.593177
0.8787878787878788,0.3333333333333333,0.36363636363636365,0.843341,0.255937,0.301992
0.42424242424242425,0.9393939393939394,0.12121212121212122,0.487118,0.777041,0.0
0.9090909090909091,0.5454545454545454,0.15151515151515152,1.0,0.688133,0.0
0.30303030303030304,0.15151515151515152,0.45454545454545453,0.134771,0.027434,0.338598
0.12121212121212122,0.18181818181818182,0.45454545454545453,0.0,0.0,0.319782
0.9393939393939394,0.09090909090909091,0.36363636363636365,0.752277,0.0,0.270008
0.030303030303030304,0.6363636363636364,0.36363636363636365,0.0,0.506041,0.373509
0.5151515151515151,0.2727272727272727,0.5151515151515151,0.547448,0.163539,0.509246
0.18181818181818182,0.7575757575757576,0.42424242424242425,0.0,0.623216,0.52247
0.030303030303030304,0.7575757575757576,0.7878787878787878,0.0,0.616021,0.852495
0.6060606060606061,0.8484848484848485,0.7272727272727273,0.801851,0.958311,0.940954
0.0,0.8181818181818182,0.3333333333333333,0.0,0.54443,0.375354
0.5151515151515151,0.36363636363636365,0.21212121212121213,0.58683,0.286037,0.035974
0.48484848484848486,0.7878787878787878,0.15151515151515152,0.658215,0.818375,0.0
0.8484848484848485,0.5757575757575758,0.9090909090909091,0.967609,0.802347,0.96194
0.696969696969697,0.12121212121212122,0.2727272727272727,0.675379,0.0,0.127057
0.3333333333333333,0.5151515151515151,0.5151515151515151,0.0,0.550223,0.614587
0.7878787878787878,0.7878787878787878,0.8787878787878788,0.969189,0.977825,0.987589
0.7878787878787878,0.42424242424242425,0.2727272727272727,0.885027,0.402699,0.090534
0.030303030303030304,0.30303030303030304,0.6666666666666666,0.0,0.0,0.572451
0.09090909090909091,0.0,0.7575757575757576,0.0,0.0,0.512574
