red,green,blue,redPrime,greenPrime,bluePrime
0.9393939393939394,0.5151515151515151,0.18181818181818182,0.99877,0.645077,0.0
0.15151515151515152,0.7272727272727273,0.9090909090909091,0.0,0.652785,0.88973
0.18181818181818182,0.3333333333333333,0.42424242424242425,0.0,0.189768,0.370024
0.3333333333333333,0.5454545454545454,0.42424242424242425,0.0,0.570278,0.474362
0.18181818181818182,0.9090909090909091,0.9090909090909091,0.0,0.712508,0.912691
0.5454545454545454,0.21212121212121213,0.21212121212121213,0.53716,0.079471,0.038584
0.8787878787878788,0.9090909090909091,0.6363636363636364,0.998542,0.987131,0.894809
0.696969696969697,0.48484848484848486,0.42424242424242425,0.889152,0.573297,0.455122
0.3939393939393939,0.9393939393939394,0.24242424242424243,0.33726,0.764774,0.285088
0.15151515151515152,0.42424242424242425,0.0,0.0,0.231007,0.066188
0.0,0.5454545454545454,0.9393939393939394,0.0,0.482154,0.822107
0.0,0.36363636363636365,0.8181818181818182,0.0,0.146665,0.674478
0.2727272727272727,0.030303030303030304,0.09090909090909091,0.093902,0.04884,0.04657
0.21212121212121213,0.7878787878787878,0.9393939393939394,0.0,0.700919,0.909843
0.15151515151515152,0.6060606060606061,0.7878787878787878,0.0,0.579738,0.847108
0.18181818181818182,0.12121212121212122,0.7575757575757576,0.0,0.0,0.566746
0.45454545454545453,0.15151515151515152,0.5151515151515151,0.386023,0.0,0.444847
0.15151515151515152,0.0,0.7575757575757576,0.0,0.0,0.520289
0.18181818181818182,0.9393939393939394,0.9393939393939394,0.0,0.7266,0.920371
0.5454545454545454,0.48484848484848486,0.030303030303030304,0.722724,0.519369,0.0
0.6363636363636364,0.030303030303030304,0.9090909090909091,0.684998,0.0,0.710793
0.48484848484848486,0.7272727272727273,0.6363636363636364,0.501493,0.872162,0.840976
0.18181818181818182,0.696969696969697,0.7878787878787878,0.0,0.651359,0.873169
0.030303030303030304,0.18181818181818182,0.5151515151515151,0.0,0.0,0.386001
0.8484848484848485,0.8181818181818182,0.5151515151515151,1.0,0.955724,0.707778
0.3333333333333333,0.21212121212121213,0.36363636363636365,0.187053,0.108334,0.25133
0.6666666666666666,0.7878787878787878,0.7575757575757576,0.888753,0.964977,0.954334
0.5757575757575758,0.36363636363636365,0.3333333333333333,0.686836,0.304634,0.253451
0.6060606060606061,0.6666666666666666,0.7878787878787878,0.803843,0.898233,0.949093
0.6363636363636364,0.0,0.12121212121212122,0.569599,0.0,0.0
0.30303030303030304,0.18181818181818182,0.3333333333333333,0.136966,0.084111,0.200024
0.15151515151515152,0.8787878787878788,0.06060606060606061,0.0,0.552388,0.0
0.030303030303030304,0.030303030303030304,0.24242424242424243,0.016572,0.033152,0.089425
0.24242424242424243,0.2727272727272727,0.5757575757575758,2e-06,0.108869,0.51574
0.36363636363636365,0.18181818181818182,0.15151515151515152,0.222802,0.087383,0.058011
0.36363636363636365,0.09090909090909091,0.8484848484848485,0.229118,0.0,0.633743
0.7272727272727273,0.24242424242424243,0.2727272727272727,0.732695,0.0,0.117643
0.15151515151515152,0.8484848484848485,0.12121212121212122,0.0,0.545272,0.049375
