red,green,blue,redPrime,greenPrime,bluePrime
0.8484848484848485,0.3333333333333333,0.30303030303030304,0.832898,0.240522,0.180348
0.12121212121212122,0.09090909090909091,0.09090909090909091,0.035415,0.039831,0.047686
0.5151515151515151,0.9090909090909091,0.06060606060606061,0.747805,0.852043,0.0
0.6666666666666666,0.6060606060606061,0.12121212121212122,0.965251,0.774598,0.0
0.6363636363636364,0.3333333333333333,0.45454545454545453,0.7467,0.259842,0.453327
0.15151515151515152,0.9090909090909091,0.030303030303030304,0.0,0.562194,0.0
0.7272727272727273,0.8484848484848485,0.06060606060606061,1.0,0.910995,0.0
0.8181818181818182,0.9090909090909091,0.6060606060606061,0.987541,0.981953,0.863811
0.06060606060606061,0.5454545454545454,0.18181818181818182,0.0,0.379278,0.115752
0.8181818181818182,0.6363636363636364,0.5757575757575758,0.982574,0.872347,0.762758
0.7272727272727273,0.48484848484848486,0.12121212121212122,0.929297,0.552002,0.0
0.8181818181818182,0.3333333333333333,0.7575757575757576,0.851978,0.265742,0.792975
0.9090909090909091,0.9090909090909091,0.8787878787878788,0.995846,0.99683,0.992931
0.09090909090909091,0.12121212121212122,0.36363636363636365,7e-06,0.020699,0.199481
0.9393939393939394,0.9393939393939394,0.45454545454545453,1.0,0.955248,0.656161
0.5454545454545454,0.09090909090909091,0.0,0.473826,0.038704,0.0
0.24242424242424243,0.0,0.5757575757575758,0.017421,0.0,0.415066
0.696969696969697,0.6363636363636364,0.6666666666666666,0.919597,0.876901,0.874141
0.24242424242424243,0.30303030303030304,0.12121212121212122,0.089889,0.136562,0.077099
0.6666666666666666,0.09090909090909091,0.06060606060606061,0.625566,0.0,0.0
0.7272727272727273,0.7575757575757576,0.15151515151515152,1.0,0.895195,0.0
0.0,0.21212121212121213,0.06060606060606061,0.0,0.065777,0.052775
0.21212121212121213,0.7878787878787878,0.5151515151515151,0.0,0.670786,0.677277
0.21212121212121213,0.12121212121212122,0.0,0.067807,0.051017,0.042181
0.030303030303030304,0.5151515151515151,0.6060606060606061,0.0,0.440973,0.681774
0.0,0.5151515151515151,0.9393939393939394,0.0,0.448156,0.807184
0.2727272727272727,0.36363636363636365,0.7272727272727273,0.0,0.252441,0.708385
0.7575757575757576,0.030303030303030304,0.24242424242424243,0.67401,0.0,0.092476
0.696969696969697,0.0,0.0,0.607596,0.0,0.0
0.6060606060606061,0.696969696969697,0.42424242424242425,0.849933,0.868793,0.493291
0.696969696969697,0.6666666666666666,0.5151515151515151,0.937495,0.885015,0.669685
0.5454545454545454,0.0,0.30303030303030304,0.46641,0.0,0.151716
0.12121212121212122,0.030303030303030304,0.3333333333333333,0.026259,0.02335,0.158106
0.0,0.2727272727272727,0.21212121212121213,0.0,0.101293,0.10517
0.15151515151515152,0.696969696969697,0.696969696969697,0.0,0.633851,0.829774
0.09090909090909091,0.48484848484848486,0.9393939393939394,0.0,0.42375,0.805987
0.36363636363636365,0.7878787878787878,0.0,0.263454,0.689364,0.0
0.5454545454545454,0.8484848484848485,0.696969696969697,0.675025,0.935321,0.917486
0.3939393939393939,0.8181818181818182,0.9090909090909091,0.0,0.838017,0.941597
0.8484848484848485,0.696969696969697,0.5454545454545454,0.997926,0.918629,0.726554
0.42424242424242425,0.36363636363636365,0.8181818181818182,0.361512,0.339708,0.785662
0.21212121212121213,0.45454545454545453,0.5151515151515151,0.0,0.383803,0.568159
0.42424242424242425,0.21212121212121213,0.8181818181818182,0.352192,0.04253,0.69149
0.5454545454545454,0.06060606060606061,0.45454545454545453,0.511975,0.0,0.360935
0.7272727272727273,0.06060606060606061,0.6060606060606061,0.720211,0.0,0.56009
0.9393939393939394,0.09090909090909091,0.8484848484848485,0.816017,0.0,0.734378
0.7878787878787878,0.8787878787878788,0.9393939393939394,0.966347,0.991224,0.995474
0.5454545454545454,0.5151515151515151,0.21212121212121213,0.745082,0.593846,2e-06
0.48484848484848486,0.5151515151515151,0.3939393939393939,0.580379,0.600447,0.410218
0.5454545454545454,0.42424242424242425,0.9393939393939394,0.666422,0.517895,0.882939
0.18181818181818182,0.06060606060606061,0.2727272727272727,0.041758,0.040331,0.112994
0.30303030303030304,0.9090909090909091,0.3939393939393939,0.0,0.734743,0.549334
0.12121212121212122,0.36363636363636365,0.9090909090909091,0.0,0.217265,0.722652
0.030303030303030304,0.7272727272727273,0.24242424242424243,0.0,0.49935,0.204945
0.3939393939393939,0.9090909090909091,0.36363636363636365,0.205277,0.789728,0.485
0.18181818181818182,0.18181818181818182,0.15151515151515152,0.047006,0.062357,0.06508
0.7878787878787878,0.8787878787878788,0.3939393939393939,0.999245,0.934644,0.501194
0.21212121212121213,0.45454545454545453,0.8787878787878788,0.0,0.401533,0.806012
0.36363636363636365,0.3333333333333333,0.18181818181818182,0.266655,0.208797,0.077788
0.18181818181818182,0.6060606060606061,0.696969696969697,0.0,0.588257,0.815022
0.5454545454545454,0.21212121212121213,0.8787878787878788,0.593746,0.072059,0.746124
0.7272727272727273,0.30303030303030304,0.24242424242424243,0.768806,0.159888,0.058374
0.8484848484848485,0.36363636363636365,0.2727272727272727,0.853053,0.294263,0.115086
0.30303030303030304,0.7575757575757576,0.8181818181818182,0.0,0.754264,0.916838
0.6363636363636364,0.30303030303030304,0.5151515151515151,0.730242,0.194384,0.532057
0.2727272727272727,0.6363636363636364,0.36363636363636365,0.0,0.607172,0.38472
0.2727272727272727,0.8787878787878788,0.3333333333333333,0.0,0.684964,0.423644
0.15151515151515152,0.15151515151515152,0.18181818181818182,0.035605,0.054277,0.068741
0.696969696969697,0.42424242424242425,0.8181818181818182,0.853473,0.472684,0.869819
0.12121212121212122,0.3939393939393939,0.2727272727272727,0.0,0.230978,0.186776
0.7575757575757576,0.7878787878787878,0.2727272727272727,1.0,0.889245,0.0
0.24242424242424243,0.6666666666666666,0.0,0.0,0.529686,0.0
0.5151515151515151,0.06060606060606061,0.6363636363636364,0.489783,0.0,0.557537
0.3333333333333333,0.030303030303030304,0.18181818181818182,0.156368,0.055361,0.061042
0.030303030303030304,0.36363636363636365,0.5454545454545454,0.0,0.200112,0.518315
0.24242424242424243,0.8181818181818182,0.6363636363636364,0.0,0.714597,0.828133
0.06060606060606061,0.6666666666666666,0.7575757575757576,0.0,0.593609,0.836389
0.6363636363636364,0.7575757575757576,0.36363636363636365,0.903816,0.882977,0.360147
0.5757575757575758,0.7878787878787878,0.3939393939393939,0.79961,0.885631,0.460756
0.3333333333333333,0.696969696969697,0.8787878787878788,0.0,0.757419,0.923875
0.6363636363636364,0.48484848484848486,0.9393939393939394,0.824454,0.640904,0.923173
0.9090909090909091,0.18181818181818182,0.9393939393939394,0.833346,0.096808,0.789993
0.09090909090909091,0.030303030303030304,0.7878787878787878,0.0,0.0,0.533978
0.6060606060606061,0.24242424242424243,0.7878787878787878,0.680368,0.0,0.736719
0.18181818181818182,0.696969696969697,0.6060606060606061,0.0,0.640525,0.762734
0.09090909090909091,0.2727272727272727,0.0,1e-06,0.090723,0.057716
0.6666666666666666,0.24242424242424243,0.21212121212121213,0.694844,0.060565,0.0
0.09090909090909091,0.696969696969697,0.7878787878787878,0.0,0.613643,0.854682
