red,green,blue,redPrime,greenPrime,bluePrime
0.7538461538461538,0.6,0.5384615384615384,0.78002768754959,0.60827398300171,0.54417163133621
0.23076923076923078,0.18461538461538463,0.49230769230769234,0.22089023888111,0.18143677711487,0.53508323431015
0.3076923076923077,0.8153846153846154,0.2923076923076923,0.3125,0.82812494039536,0.3274210691452
0.5538461538461539,0.5692307692307692,0.4461538461538462,0.56282275915146,0.57997757196426,0.44273936748505
0.3230769230769231,0.8615384615384616,0.8769230769230769,0.32812497019768,0.87500011920929,0.86551833152771
0.46153846153846156,0.24615384615384617,0.6461538461538462,0.47480696439743,0.24370980262756,0.67031645774841
0.13846153846153847,0.46153846153846156,0.46153846153846156,0.085356414318085,0.46875017881393,0.46875014901161
0.18461538461538463,0.9076923076923077,0.015384615384615385,0.14506265521049,0.92319601774216,0.031934916973114
0.046153846153846156,0.15384615384615385,0.6153846153846154,0.0096056163311005,0.15424363315105,0.68476212024689
0.7076923076923077,0.3230769230769231,0.27692307692307694,0.71882838010788,0.32809209823608,0.31780245900154
0.3230769230769231,0.15384615384615385,0.1076923076923077,0.328125,0.15625,0.21242836117744
0.3076923076923077,0.35384615384615387,0.2,0.31152004003525,0.36042204499245,0.26710367202759
0.38461538461538464,0.5076923076923077,0.4153846153846154,0.390625,0.515625,0.421875
0.5230769230769231,0.09230769230769231,0.6153846153846154,0.53382396697998,0.091748595237732,0.62855440378189
0.8307692307692308,0.2923076923076923,0.1076923076923077,0.90641164779663,0.29585659503937,0.21090957522392
0.9692307692307692,0.47692307692307695,0.7230769230769231,0.99232536554337,0.48437497019768,0.71824645996094
0.4,0.9076923076923077,0.06153846153846154,0.39945507049561,0.92796456813812,0.12301087379456
0.2923076923076923,0.4153846153846154,0.8153846153846154,0.28035441040993,0.42121204733849,0.84230971336365
0.3384615384615385,0.8923076923076924,0.24615384615384617,0.34329399466515,0.90658318996429,0.29815369844437
0.12307692307692308,0.5230769230769231,0.5692307692307692,0.074594497680664,0.53176522254944,0.57882475852966
0.6307692307692307,0.9384615384615385,0.015384615384615385,0.63257014751434,0.96709269285202,-0.016659259796143
